Feature,Subgroup Range,AUC >0,AUC >1,AUC >2,Spearman Corr >0,Spearman Corr >1,Spearman Corr >2,Max AUC,Max AUC,Mean AUC
Spleen_Vl_Nor_WH,"Others, NASH, Cirrhosis",0.565488565,0.540653009,0.511428571,0.105979738,-0.068447472,0.011155674,0.565488565,0.540653009,0.539190049
당뇨병/당뇨병 전단계 유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.573232323,0.537089202,0.540502793,-0.072732085,0.076411357,-0.041897947,0.573232323,0.540502793,0.550274773
Nephropathy 유무,"Probable NASH, NASH",0.591019417,0.528191489,0.54040404,-0.131295567,-0.106392247,-0.080808081,0.591019417,0.54040404,0.553204982
Spleen (HU),"Probable NASH, NASH",0.582524272,0.521276596,0.54040404,0.054232063,-0.036580742,0.036814016,0.582524272,0.54040404,0.548068303
Ischemic Heart Diseae 유무,"Probable NASH, NASH, Cirrhosis",0.621774194,0.51270903,0.540322581,-0.243548387,-0.048340683,-0.080645161,0.621774194,0.540322581,0.558268601
SFA (Attenuation),Cirrhosis,0.793650794,0.509090909,0.54,-0.423195835,-0.01224133,-0.036313652,0.793650794,0.54,0.614247234
LSM_C,"None, NAFL",0.611071429,0.54,0.522151899,0.195369643,-0.03988935,0.013089716,0.611071429,0.54,0.557741109
당뇨병/당뇨병 전단계 유무,"Probable NASH, NASH, Cirrhosis",0.575403226,0.518617614,0.539919355,-0.081422744,0.038234043,-0.043106159,0.575403226,0.539919355,0.544646732
Ischemic Heart Diseae 유무,"Others, Probable NASH, NASH, Cirrhosis",0.539341761,0.510897436,0.539735099,-0.126040971,-0.040715789,-0.073031297,0.539735099,0.539735099,0.529991432
Waist to Height,"Others, Cirrhosis",0.639249639,0.518367347,0.538461538,0.235197142,-0.018445941,0.025166027,0.639249639,0.538461538,0.565359508
SMA (Attenuation),"Others, None, NAFL, Probable NASH, NASH",0.549303684,0.538438072,0.513170732,0.074959867,0.061416287,0.009608237,0.549303684,0.538438072,0.533637496
당뇨병/당뇨병 전단계 유무,Probable NASH,,0.538095238,,,0.079252352,,0.538095238,0.538095238,0.538095238
고혈압유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.514912281,0.535881958,0.53802589,0.025748489,0.076532096,0.039471465,0.53802589,0.53802589,0.52960671
Cerebrovascualr disease 유무,"Others, Probable NASH",0.503220612,0.538003663,,0.015664608,0.17332337,,0.538003663,0.538003663,0.520612137
Cerebrovascualr disease 유무,NASH,0.598684211,0.51981352,0.537735849,-0.197368421,-0.076871941,-0.102919964,0.598684211,0.537735849,0.55207786
Spleen (HU),"None, NAFL, Probable NASH, NASH",0.587508133,0.50496771,0.537640449,0.109492632,0.008213855,0.029261981,0.587508133,0.537640449,0.543372097
SFA (Attenuation),"Others, Probable NASH",0.557165862,0.537545788,,-0.095610605,-0.058881797,,0.557165862,0.537545788,0.547355825
Nephropathy 유무,"Others, NASH",0.527730617,0.515175301,0.5375,0.105105453,-0.059815687,-0.085539892,0.5375,0.5375,0.526801973
Spleen (Volume),"NASH, Cirrhosis",0.526923077,0.516012397,0.537179487,0.029601109,-0.027736075,0.040877722,0.537179487,0.537179487,0.526704987
TG,Probable NASH,,0.537142857,,,0.064277447,,0.537142857,0.537142857,0.537142857
고혈압유무,"Others, Probable NASH",0.596618357,0.537087912,,0.220715061,0.079442925,,0.596618357,0.537087912,0.566853135
Spleen (HU),"Others, Probable NASH, NASH, Cirrhosis",0.588927637,0.501121795,0.537086093,0.129604948,-0.001906685,0.031007923,0.588927637,0.537086093,0.542378508
FIB-4_C,NASH,0.638157895,0.536713287,0.5,-0.1264412,-0.065179705,0,0.638157895,0.536713287,0.558290394
ALT,"Others, Probable NASH",0.665056361,0.536630037,,-0.276116298,-0.057457622,,0.665056361,0.536630037,0.600843199
Nephropathy 유무,"Probable NASH, NASH, Cirrhosis",0.517741935,0.520401338,0.536290323,-0.037253371,-0.081469229,-0.076200076,0.536290323,0.536290323,0.524811199
Spleen (Volume),"Others, None, NAFL, Probable NASH",0.565045249,0.513560805,0.536184211,0.106560536,-0.017862748,0.014191717,0.565045249,0.536184211,0.538263421
고혈압유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.504761905,0.5334018,0.536124795,0.007965536,0.071177759,0.037575784,0.536124795,0.536124795,0.524762833
Spleen (HU),"NASH, Cirrhosis",0.68974359,0.506198347,0.535897436,0.208617342,-0.010736545,0.039468146,0.68974359,0.535897436,0.577279791
Smoking,"NASH, Cirrhosis",0.520512821,0.522727273,0.535897436,0.037940693,0.066226618,0.066396213,0.535897436,0.535897436,0.526379176
Glucose,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.506666667,0.535602504,0.500205255,0.008527382,0.058013314,-0.000163256,0.535602504,0.535602504,0.514158142
HbA1c,"Others, NASH",0.552348613,0.535583464,0.51484375,0.089772581,0.063459818,0.015319827,0.552348613,0.535583464,0.534258609
Spleen (HU),"Others, NAFL, Probable NASH",0.544117647,0.523552679,0.53515625,0.062827758,0.033097937,0.014989345,0.544117647,0.53515625,0.534275525
HbA1c,"Probable NASH, NASH",0.661407767,0.534574468,0.506944444,-0.109711186,0.061483408,0.006544523,0.661407767,0.534574468,0.567642227
FIB-4_C,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.512857143,0.534330986,0.511083744,0.01788688,-0.06084383,-0.009588374,0.534330986,0.534330986,0.519423958
고혈압유무,"NASH, Cirrhosis",0.63974359,0.534090909,0.529487179,-0.185691027,-0.07136791,-0.03918251,0.63974359,0.534090909,0.567773893
PT INR,"Probable NASH, NASH",0.577669903,0.534042553,0.515151515,0.051150417,-0.058653575,0.013834596,0.577669903,0.534042553,0.54228799
Spleen (HU),"Others, Probable NASH",0.562801932,0.533882784,,0.105037003,0.053137231,,0.562801932,0.533882784,0.548342358
SMA (Attenuation),"NAFL, Probable NASH, NASH",0.703144654,0.533858998,0.506493506,0.120988422,0.057519348,0.00538263,0.703144654,0.533858998,0.58116572
FIB-4,"NAFL, Probable NASH, NASH",0.754716981,0.533704391,0.527922078,-0.151703748,-0.057256703,-0.023145307,0.754716981,0.533704391,0.605447817
LSM,"Others, None, NAFL, Probable NASH",0.550527903,0.53368329,0.508223684,-0.083035898,0.044507284,0.00323546,0.550527903,0.53368329,0.530811626
Smoking,"Others, NASH",0.545274477,0.533490319,0.51875,0.150456765,0.115741642,0.0375,0.545274477,0.533490319,0.532504932
TFI,"None, NAFL",0.636428571,0.533333333,0.525316456,0.218327304,-0.030242919,0.013610377,0.636428571,0.533333333,0.56502612
Nephropathy 유무,"Others, NASH, Cirrhosis",0.524948025,0.512483995,0.533333333,0.09748851,-0.050754925,-0.07856742,0.533333333,0.533333333,0.523588451
Spleen (HU),"Others, NAFL, Probable NASH, NASH",0.542059748,0.505333333,0.533149171,0.054413095,-0.008785954,0.025578506,0.542059748,0.533149171,0.526847418
SMA (Attenuation),"Probable NASH, NASH",0.643203883,0.532624113,0.527777778,0.094108579,0.056090471,-0.025309636,0.643203883,0.532624113,0.567868592
Spleen (HU),"Probable NASH, NASH, Cirrhosis",0.697580645,0.512151616,0.532258065,0.179867691,-0.021038424,0.029366154,0.697580645,0.532258065,0.580663442
Spleen (HU),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.589784946,0.506795157,0.532246377,0.135773367,0.010717801,0.02425015,0.589784946,0.532246377,0.54294216
Ischemic Heart Diseae 유무,"Others, Probable NASH, NASH",0.524115252,0.508783784,0.531746032,-0.085840254,-0.036869976,-0.063492063,0.531746032,0.531746032,0.521548356
Nephropathy 유무,"Others, Probable NASH, NASH",0.51785155,0.508783784,0.531746032,0.063544084,-0.036869976,-0.063492063,0.531746032,0.531746032,0.519460455
Ischemic Heart Diseae 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.543567251,0.502443231,0.531553398,-0.139594916,-0.009670162,-0.060778749,0.543567251,0.531553398,0.525854627
T.chol,NASH,0.622807018,0.531468531,0.523584906,0.105330877,0.052358261,0.027585583,0.622807018,0.531468531,0.559286818
Cerebrovascualr disease 유무,"Others, NASH",0.505942275,0.504971219,0.53125,-0.02452319,-0.021335322,-0.077615053,0.53125,0.53125,0.514054498
Ischemic Heart Diseae 유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.614141414,0.500997653,0.530726257,-0.228282828,-0.004139011,-0.064006517,0.614141414,0.530726257,0.548621775
Ischemic Heart Diseae 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.526164875,0.501070752,0.530434783,-0.097847404,-0.004176521,-0.056600895,0.530434783,0.530434783,0.51922347
Cerebrovascualr disease 유무,"Probable NASH, NASH",0.600728155,0.512056738,0.53030303,-0.166109003,0.052017329,-0.069285497,0.600728155,0.53030303,0.547695974
Ischemic Heart Diseae 유무,"Probable NASH, NASH",0.600728155,0.506914894,0.53030303,-0.166109003,-0.029833468,-0.069285497,0.600728155,0.53030303,0.545982026
FIB-4_C,"Others, None, NAFL, Probable NASH, NASH",0.569407008,0.530201342,0.515609756,-0.115561833,-0.052845726,-0.012470721,0.569407008,0.530201342,0.538406035
Smoking,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.545906433,0.530085274,0.520226537,0.104106004,0.084278343,0.027575281,0.545906433,0.530085274,0.532072748
고혈압유무,"Others, Probable NASH, NASH",0.579549013,0.529954955,0.517857143,0.148845887,0.066094107,-0.018773482,0.579549013,0.529954955,0.542453704
Nephropathy 유무,"Others, Probable NASH, NASH, Cirrhosis",0.518744551,0.508173077,0.529801325,0.068655241,-0.034911204,-0.062619701,0.529801325,0.529801325,0.518906317
Ischemic Heart Diseae 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.534920635,0.500391236,0.52955665,-0.112316551,0.001603027,-0.0591133,0.534920635,0.52955665,0.52162284
Cerebrovascualr disease 유무,NAFL,0.526785714,0.529411765,0.527272727,0.031497039,-0.080845208,-0.044946657,0.529411765,0.529411765,0.527823402
Spleen_Vl_Nor_BSA,"Others, Probable NASH",0.556360709,0.529304029,,0.094263977,0.045956524,,0.556360709,0.529304029,0.542832369
LSM,"Others, NAFL, Probable NASH",0.732142857,0.509349155,0.529296875,-0.331666108,-0.013180732,-0.012531641,0.732142857,0.529296875,0.590262962
Nephropathy 유무,"NAFL, Probable NASH, NASH",0.574842767,0.507884972,0.529220779,-0.112999441,-0.033956902,-0.061403771,0.574842767,0.529220779,0.537316173
Cerebrovascualr disease 유무,"NAFL, Probable NASH, NASH",0.574842767,0.504792826,0.529220779,-0.112999441,0.02064047,-0.061403771,0.574842767,0.529220779,0.536285458
Ischemic Heart Diseae 유무,"Others, Probable NASH",0.526167472,0.528846154,,-0.127274943,-0.131558703,,0.528846154,0.528846154,0.527506813
Spleen (HU),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.618571429,0.501369327,0.528325123,0.1516377,0.002230871,0.02252513,0.618571429,0.528325123,0.54942196
Nephropathy 유무,"None, NAFL, Probable NASH, NASH",0.509325526,0.505961252,0.528089888,-0.030018631,-0.02535767,-0.056179775,0.528089888,0.528089888,0.514458888
SMA (Attenuation),NASH,0.631578947,0.527972028,0.509433962,0.112842574,-0.046535754,-0.011033066,0.631578947,0.527972028,0.556328313
Nephropathy 유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.520454545,0.508039906,0.527932961,-0.042787128,-0.034886828,-0.060859001,0.527932961,0.527932961,0.518809137
LDL,"Probable NASH, NASH",0.55461165,0.502659574,0.527777778,0.041023449,-0.005226789,-0.028930661,0.55461165,0.527777778,0.528349668
Cerebrovascualr disease 유무,"Others, Probable NASH, NASH",0.50798622,0.513063063,0.527777778,-0.030270517,0.058386928,-0.059157101,0.527777778,0.527777778,0.516275687
Glucose,"NAFL, Probable NASH, NASH, Cirrhosis",0.594949495,0.527640845,0.507681564,-0.07664365,0.046283057,-0.006458293,0.594949495,0.527640845,0.543423968
Cerebrovascualr disease 유무,"Others, NAFL, Probable NASH, NASH",0.506092767,0.50630303,0.527624309,-0.020430493,0.026913308,-0.055248619,0.527624309,0.527624309,0.513340036
고혈압유무,"Probable NASH, NASH, Cirrhosis",0.642741935,0.527313266,0.519354839,-0.158851441,-0.057807422,-0.021539178,0.642741935,0.527313266,0.56313668
LDL,"Others, Probable NASH, NASH",0.509552145,0.502027027,0.527281746,0.015981488,-0.003999152,-0.025645978,0.527281746,0.527281746,0.512953639
Nephropathy 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.503571429,0.506651017,0.527093596,-0.011968254,-0.028393378,-0.056457789,0.527093596,0.527093596,0.512438681
고혈압유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.639393939,0.521596244,0.527001862,-0.144227913,0.046352254,0.029099377,0.639393939,0.527001862,0.562664015
SFA (Attenuation),"Others, Probable NASH, NASH",0.54243658,0.523873874,0.526785714,-0.061992301,-0.041125605,-0.02198525,0.54243658,0.526785714,0.531032056
PT INR,"NAFL, Probable NASH, NASH",0.510062893,0.50888992,0.526623377,0.006000712,-0.015120955,-0.022096316,0.526623377,0.526623377,0.515192063
Cerebrovascualr disease 유무,"NASH, Cirrhosis",0.530769231,0.5,0.525641026,-0.093761446,0,-0.078134538,0.530769231,0.525641026,0.518803419
Cerebrovascualr disease 유무,"Others, NAFL",0.508928571,0.525641026,0.524390244,0.039528471,-0.062017367,-0.034921515,0.525641026,0.525641026,0.51965328
SMA (Attenuation),"None, NAFL, Probable NASH, NASH",0.517024507,0.525459513,0.503370787,0.021301541,0.042096006,0.002620476,0.525459513,0.525459513,0.515284935
Cerebrovascualr disease 유무,"None, NAFL, Probable NASH, NASH",0.507915853,0.509811227,0.525280899,0.026784129,0.04386897,-0.053147732,0.525280899,0.525280899,0.514335993
Cerebrovascualr disease 유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.523232323,0.507335681,0.525139665,-0.051085575,0.033460565,-0.057577084,0.525139665,0.525139665,0.518569223
Spleen (HU),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.577923977,0.507617131,0.525080906,0.102408937,-0.012365679,0.019815551,0.577923977,0.525080906,0.536874005
Ischemic Heart Diseae 유무,"Others, NAFL, Probable NASH, NASH",0.528007075,0.501272727,0.524861878,-0.098722094,-0.00571262,-0.052269251,0.528007075,0.524861878,0.518047227
Nephropathy 유무,"Others, NAFL, Probable NASH, NASH",0.509532233,0.501272727,0.524861878,0.033600151,-0.00571262,-0.052269251,0.524861878,0.524861878,0.511888946
Spleen (HU),"NAFL, Probable NASH",0.931372549,0.501949318,0.524752475,-0.146529969,0.002969923,0.011832273,0.931372549,0.524752475,0.652691447
Cerebrovascualr disease 유무,"NAFL, Probable NASH",0.524509804,0.517300195,0.524752475,0.022365153,0.070806256,-0.031785297,0.524752475,0.524752475,0.522187491
Spleen (HU),"NAFL, Probable NASH, NASH",0.518238994,0.519480519,0.524675325,-0.010862738,-0.033093324,0.020453992,0.524675325,0.524675325,0.520798279
T.bil,"Probable NASH, NASH",0.598300971,0.524468085,0.515151515,0.064915193,-0.042273137,-0.013872623,0.598300971,0.524468085,0.545973524
Nephropathy 유무,"Others, None, NAFL, Probable NASH, NASH",0.50730009,0.50076266,0.524390244,0.030428031,-0.00334079,-0.048780488,0.524390244,0.524390244,0.510817665
Ischemic Heart Diseae 유무,"Others, None, NAFL, Probable NASH, NASH",0.516846361,0.50076266,0.524390244,-0.070218532,-0.00334079,-0.048780488,0.524390244,0.524390244,0.513999755
Cerebrovascualr disease 유무,"Others, None, NAFL, Probable NASH, NASH",0.50730009,0.510168802,0.524390244,0.030428031,0.044543872,-0.048780488,0.524390244,0.524390244,0.513953045
Nephropathy 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.511842105,0.502682763,0.524271845,0.042949222,-0.012019005,-0.052920671,0.524271845,0.524271845,0.512932238
Cerebrovascualr disease 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.504093567,0.507760851,0.524271845,-0.014846644,0.034769265,-0.052920671,0.524271845,0.524271845,0.512042088
Cerebrovascualr disease 유무,"Probable NASH, NASH, Cirrhosis",0.52983871,0.516276477,0.524193548,-0.075829862,0.078666716,-0.061483672,0.52983871,0.524193548,0.523436245
Nephropathy 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.508870968,0.502265052,0.523913043,0.03718183,-0.009902233,-0.049844479,0.523913043,0.523913043,0.511683021
Cerebrovascualr disease 유무,"Others, NASH, Cirrhosis",0.507796258,0.501600512,0.523809524,-0.035717661,0.007628921,-0.065795169,0.523809524,0.523809524,0.511068765
Smoking,"Others, NAFL, Probable NASH, NASH",0.55355739,0.523757576,0.510773481,0.12291486,0.06942894,-0.014747105,0.55355739,0.523757576,0.529362815
Cerebrovascualr disease 유무,"Others, NAFL, Probable NASH",0.506652661,0.517619561,0.5234375,0.026068619,0.068130114,-0.027496334,0.5234375,0.5234375,0.515903241
Cerebrovascualr disease 유무,"Others, Probable NASH, NASH, Cirrhosis",0.506865737,0.515144231,0.523178808,-0.028328232,0.072871906,-0.054865607,0.523178808,0.523178808,0.515062925
Smoking,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.515770609,0.523103533,0.515942029,0.040121804,0.061306358,0.020169634,0.523103533,0.523103533,0.518272057
Smoking,"None, NAFL, Probable NASH, NASH",0.517024507,0.506085445,0.523033708,-0.035067699,0.01656454,-0.029478748,0.523033708,0.523033708,0.51538122
AST,Probable NASH,,0.522857143,,,0.039460046,,0.522857143,0.522857143,0.522857143
Ischemic Heart Diseae 유무,"NAFL, Probable NASH, NASH",0.581132075,0.502319109,0.522727273,-0.138008965,0.011252199,-0.053807007,0.581132075,0.522727273,0.535392819
Nephropathy 유무,Cirrhosis,0.523809524,0.522727273,0.52,0.104828484,-0.093494699,-0.05547002,0.523809524,0.522727273,0.522178932
Ischemic Heart Diseae 유무,"None, NAFL, Probable NASH, NASH",0.515614834,0.502235469,0.52247191,-0.055883511,0.010572297,-0.049968779,0.52247191,0.52247191,0.513440738
Cerebrovascualr disease 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.507936508,0.510807903,0.522167488,0.029260036,0.050760628,-0.050819484,0.522167488,0.522167488,0.5136373
Cerebrovascualr disease 유무,"None, NAFL, Probable NASH",0.524509804,0.522037037,0.52,0.100224755,0.092725709,-0.025607376,0.524509804,0.522037037,0.52218228
Smoking,"NAFL, Probable NASH, NASH, Cirrhosis",0.526767677,0.522007042,0.513500931,0.035798882,0.061053092,0.01880646,0.526767677,0.522007042,0.52075855
FIB-4,"None, NAFL, Probable NASH, NASH",0.514638907,0.518007948,0.521910112,0.018316611,-0.029775224,-0.017033093,0.521910112,0.521910112,0.518185656
Cerebrovascualr disease 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.50609319,0.510625154,0.52173913,0.026727776,0.048612559,-0.047422311,0.52173913,0.52173913,0.512819158
Cerebrovascualr disease 유무,"Others, None, NAFL, Probable NASH",0.514894419,0.521289006,0.519736842,0.072802928,0.083668625,-0.023096064,0.521289006,0.521289006,0.518640089
LSM_C,NASH,0.695175439,0.520979021,0.514150943,0.175465729,-0.03658715,0.017348744,0.695175439,0.520979021,0.576768468
Age,"Others, Cirrhosis",0.571428571,0.520408163,0.514423077,0.120737244,0.020511132,-0.009444463,0.571428571,0.520408163,0.535419937
LSM_C,"Others, NASH",0.548670062,0.503663004,0.5203125,0.083995315,-0.006574195,0.021097367,0.548670062,0.5203125,0.524215189
SFA (Attenuation),"Probable NASH, NASH",0.655339806,0.519858156,0.52020202,-0.102083882,-0.034142026,-0.018407008,0.655339806,0.52020202,0.565133327
Cerebrovascualr disease 유무,"None, NAFL",0.526785714,0.52,0.518987342,0.131035605,-0.05547002,-0.031204324,0.526785714,0.52,0.521924352
Ischemic Heart Diseae 유무,Probable NASH,,0.52,,,-0.13662601,,0.52,0.52,0.52
LSM,NASH,0.712719298,0.51981352,0.505896226,0.182750446,-0.033020938,0.006907823,0.712719298,0.51981352,0.579476348
Ischemic Heart Diseae 유무,"Others, None, NAFL, Probable NASH",0.519042232,0.519685039,0.516447368,-0.101618195,-0.084464048,-0.021012855,0.519685039,0.519685039,0.518391547
Ischemic Heart Diseae 유무,"Others, None, NAFL",0.519917582,0.519607843,0.518867925,-0.10539394,-0.047565149,-0.026938623,0.519917582,0.519607843,0.51946445
Cerebrovascualr disease 유무,"Others, None, NAFL",0.51717033,0.519607843,0.518867925,0.090856844,-0.047565149,-0.026938623,0.519607843,0.519607843,0.518548699
